,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll
13,6,1,4,6,1,1,5,5,6,7,1,10,5,0,10,10,1,0,3,0,7,15,25,21,0,11,7,10,22,17,,,,,,,,,,-11085.0
14,6,1,4,6,1,1,5,5,6,7,1,10,5,0,10,10,1,0,2,0,7,15,25,21,0,11,7,10,13,19,,,,,,,,,,
15,6,1,4,5,1,1,5,5,6,7,1,10,5,0,10,10,1,0,2,0,7,15,25,21,0,11,7,10,13,19,,,,-6105.0,,,,,,
16,6,1,4,5,1,1,5,5,6,7,1,10,5,0,10,10,1,0,2,1,7,15,25,21,0,11,7,10,13,8,-7035.0,,,,,,,,,
17,6,1,10,5,1,1,4,5,6,7,1,10,5,0,10,10,1,0,2,1,10,15,25,21,0,11,7,10,13,8,,,-8125.0,,,,-5035.0,,,
18,6,1,10,5,1,1,4,5,4,7,1,10,5,0,10,10,1,0,2,1,10,15,25,11,0,11,23,10,13,8,,,,,,,,-4050.0,-8065.0,
19,6,1,10,5,1,1,4,5,4,7,1,10,5,0,10,10,1,0,2,1,10,15,25,11,0,11,23,22,29,8,,,,,,,,,,
20,6,1,6,5,1,1,4,5,4,7,0,10,0,0,10,10,1,0,2,1,1,15,20,11,0,11,23,22,29,8,,,-8100.0,,,,,,,
21,6,1,6,5,3,1,4,5,4,4,0,10,0,0,10,10,11,0,2,1,1,15,20,11,0,11,3,12,19,8,,,,,-10000.0,,,,,-8040.0
22,9,6,6,5,3,7,4,5,4,4,0,10,0,0,0,10,11,0,2,1,1,15,20,11,10,11,3,12,19,26,-5005.0,-10075.0,,,,-11055.0,,,,
23,9,6,6,5,3,7,4,5,4,4,0,0,1,0,0,0,11,0,2,1,11,15,9,11,10,19,3,12,19,26,,,,-4055.0,,,,,,
24,9,5,6,5,3,7,4,5,4,4,0,0,1,0,0,0,11,0,2,1,11,15,9,23,10,19,3,12,19,26,,-6075.0,,,,,-65015.0,,,
25,9,5,6,5,3,7,4,5,4,4,0,0,1,0,0,0,1,0,2,0,11,20,9,23,10,19,24,12,19,17,,,,,,-7095.0,,-5060.0,,
26,4,5,6,5,2,7,4,5,5,4,1,0,1,1,0,0,1,0,2,0,0,20,9,12,10,24,24,29,19,17,-10000.0,,,,-2050.0,,,,-6095.0,
27,4,5,6,5,2,7,4,5,5,4,1,0,1,1,0,0,2,0,2,0,21,10,9,12,22,24,23,29,19,17,,,,,,,,,,
28,4,5,4,5,2,7,4,5,5,4,1,0,1,1,0,4,2,1,2,0,21,10,9,12,22,10,23,18,19,17,,,-7045.0,,,,,,,
29,4,5,4,5,2,7,4,5,5,4,1,0,1,1,0,4,2,1,0,0,21,10,29,12,12,10,23,18,11,17,,,,,,,,,,
30,4,5,4,5,2,7,4,5,5,5,1,0,1,1,0,4,2,1,0,0,11,10,29,12,12,10,23,18,11,17,,-5050.0,,-5060.0,,,,,,-3085.0
31,4,5,4,5,2,7,4,5,5,5,1,0,0,1,0,4,2,1,0,0,11,25,20,19,12,10,23,18,11,27,,,,,,,,,,
32,4,5,4,5,2,3,4,5,5,5,1,0,0,1,0,4,2,1,0,0,11,25,20,19,12,10,23,18,11,27,,,,,,-11050.0,-6115.0,-5090.0,,
33,4,5,4,5,2,3,4,5,5,5,1,0,0,1,0,4,2,1,0,1,11,15,20,9,12,21,26,23,11,16,,,,,,,,,,
34,4,5,4,5,2,3,4,5,5,5,1,0,0,1,0,4,2,1,0,1,11,15,20,9,12,21,26,23,11,16,,,,,-101060.0,,,,-5055.0,
35,4,5,4,5,2,3,4,5,5,5,1,0,0,1,0,4,0,0,0,1,11,15,20,9,12,21,18,14,23,16,,,,,,,,,,
36,4,5,4,5,2,3,4,5,5,4,1,0,0,1,0,5,0,0,0,1,11,15,20,9,12,10,18,14,23,16,,,,-5045.0,,,,,,-56080.0
37,5,5,4,5,2,3,4,5,5,4,1,0,0,1,2,5,0,0,0,1,11,15,20,22,0,10,18,14,13,27,-4055.0,,-4100.0,,,,,,,
38,5,5,4,5,2,3,11,6,5,4,1,0,0,1,2,5,0,0,0,1,14,15,27,22,0,10,18,14,13,27,,-5075.0,,,,,-3090.0,-5070.0,,
39,5,5,4,5,2,3,11,6,5,4,1,0,0,0,2,5,0,0,0,1,14,26,27,13,0,10,18,28,13,17,,,,,,,,,,
40,5,5,4,5,2,3,11,6,5,4,2,0,0,0,2,5,0,0,0,1,3,26,17,13,0,10,18,28,13,17,,,,,,,,,,
41,5,5,4,5,2,8,5,6,5,4,2,0,0,0,2,5,2,0,0,1,3,16,17,13,0,10,6,18,13,17,,,,,,-7050.0,-11030.0,,-5065.0,
42,5,5,4,5,3,8,5,6,5,4,2,0,0,0,2,5,2,0,0,1,3,16,17,13,0,29,22,18,25,17,,,,,-104000.0,,,,,
43,5,5,4,4,3,8,5,5,5,4,2,0,0,0,2,5,2,0,0,1,3,16,17,13,26,29,22,18,25,17,-7015.0,,,-4065.0,,,,-6090.0,,
44,5,5,5,4,3,8,5,5,5,5,2,0,0,0,2,0,2,0,0,1,18,16,17,29,26,24,22,24,15,17,,-5080.0,-4085.0,,,,,,,-5085.0
45,5,5,5,4,3,4,5,5,5,5,2,0,0,0,2,0,2,0,0,1,18,24,25,29,26,24,12,24,15,22,,,,,,-108120.0,,,,
46,5,5,5,4,3,4,5,5,5,5,2,0,0,0,8,0,2,0,0,1,18,24,25,19,10,29,12,14,15,22,,,,,,,,,,
47,5,5,5,4,3,4,5,5,5,5,6,0,0,0,8,0,2,0,0,0,4,14,15,19,10,29,12,14,15,13,,,,,,,,,,
48,5,5,5,4,3,4,5,5,5,5,6,0,0,0,8,0,2,0,0,0,4,14,15,19,10,19,12,14,15,13,,,,,,,,,-4075.0,
49,5,5,5,4,3,4,5,5,5,5,6,0,0,0,8,0,2,0,0,0,4,14,15,19,10,19,12,14,20,13,,,,,,,,,,
50,4,5,4,4,3,4,4,5,5,4,6,0,0,0,8,0,2,0,0,0,4,14,15,19,10,19,12,14,20,13,-11020.0,,-5075.0,,,,-7060.0,,,-5065.0
51,4,5,4,4,9,4,4,6,5,4,6,0,0,0,8,0,2,0,0,0,8,14,27,19,10,19,27,14,10,29,,-5070.0,,-3095.0,-111050.0,,,-5070.0,,
52,4,5,4,4,9,4,4,6,5,4,6,0,0,0,8,0,2,0,0,0,8,23,27,19,15,19,27,28,10,29,,,,,,,,,,
53,4,5,4,4,9,4,4,6,5,4,0,0,0,0,8,0,1,0,0,0,4,23,17,19,15,19,18,28,10,19,,,,,,,,,,
54,4,5,4,4,6,4,4,6,5,4,0,0,0,0,2,0,1,0,0,0,4,13,17,9,11,19,18,18,10,19,,,,,-10055.0,,,,,
55,4,5,4,4,6,6,4,6,5,4,0,0,0,0,2,0,1,0,0,0,4,13,17,9,25,19,18,18,10,19,,,,,,-4095.0,,,-5050.0,
56,4,5,4,10,6,6,10,6,5,4,0,0,0,0,2,0,1,0,0,0,4,13,17,9,25,19,18,18,22,19,,,,-4045.0,,,-4090.0,,,
57,4,5,4,10,6,6,10,6,5,4,0,0,0,0,0,0,1,0,0,0,4,13,17,26,17,19,25,18,22,19,,,,,,,,,,
58,4,5,4,10,6,6,10,5,5,6,0,0,0,0,0,0,1,0,0,0,4,13,17,26,17,9,25,18,12,19,,-5065.0,,,,,,-5090.0,,-4095.0
59,0,5,5,10,6,6,7,5,5,6,0,0,0,0,0,0,5,0,0,0,4,22,17,26,17,9,11,20,12,19,-3020.0,,-4085.0,,,,-63055.0,,,
60,0,5,5,5,6,6,7,5,5,6,0,0,0,1,0,0,5,0,0,0,22,22,25,15,17,9,15,20,12,19,,,,-59075.0,,-6045.0,,,,
61,0,5,5,5,6,6,7,5,5,6,0,0,0,1,0,0,5,1,0,0,22,12,25,28,17,12,15,9,12,9,,,,,,,,,,
62,0,5,5,5,6,6,7,5,5,6,0,0,0,1,0,0,1,1,0,0,22,12,15,28,17,12,9,9,12,9,,,,,,,,,-5060.0,
63,0,5,5,5,6,6,7,4,5,10,10,0,0,1,0,0,1,1,0,0,2,12,15,18,17,12,9,9,24,9,,,,,,,,-6045.0,,-5045.0
64,0,5,5,5,4,6,7,4,5,10,10,0,0,1,0,0,1,1,0,0,2,12,15,18,17,2,9,27,24,26,,,,,-5085.0,,,,,
65,0,5,5,5,4,6,4,4,5,10,10,0,0,1,0,0,1,1,0,0,2,12,15,18,24,2,9,27,14,26,,,,,,,-8045.0,,,
66,0,5,4,5,4,6,4,4,5,10,10,0,0,1,0,0,1,0,0,0,2,12,15,18,24,2,28,18,14,26,,-5060.0,-5075.0,,,,,,,
67,0,5,4,5,4,6,4,4,5,5,10,0,0,1,0,0,1,0,0,1,2,21,27,18,14,2,28,18,14,15,,,,,,-6010.0,,,,-9075.0
68,5,5,4,5,4,6,4,4,5,5,10,0,0,1,0,0,0,0,0,1,2,21,27,18,14,11,19,18,14,26,-60010.0,,,,,,,,-5070.0,
69,5,5,4,4,4,6,4,5,5,5,0,0,0,1,0,0,0,0,0,1,18,11,17,18,14,11,19,18,25,26,,,,-5090.0,,,,-4090.0,,
70,5,5,4,4,4,6,4,5,5,5,0,0,0,1,0,0,0,0,0,0,18,11,17,29,14,11,19,21,25,17,,,,,,,,,,
71,5,5,4,4,4,6,4,5,5,5,0,0,0,1,0,1,0,0,0,0,18,11,17,29,14,0,19,21,15,17,,,,,,,,,,
72,4,5,4,4,4,6,4,5,5,5,14,0,0,0,0,1,0,0,0,0,4,11,17,20,14,0,19,11,15,17,-18020.0,,,,,,,,,
73,4,5,5,4,8,6,7,5,5,5,4,0,0,0,0,1,0,0,0,0,24,11,17,20,14,0,19,11,15,17,,-5055.0,-4085.0,,-3070.0,,-3095.0,,,
74,4,5,5,5,8,3,7,4,5,5,4,0,0,0,0,1,0,0,0,0,24,25,25,20,17,0,19,11,15,17,,,,-4100.0,,-7000.0,,-5055.0,,
75,4,5,5,5,8,3,7,4,5,5,4,0,0,0,0,1,0,0,0,0,24,25,25,20,17,20,19,26,15,17,,,,,,,,,-4075.0,
76,4,5,5,5,5,3,7,4,5,5,4,0,0,0,3,1,1,0,0,0,24,15,15,20,4,20,8,26,20,17,,,,,-11020.0,,,,,
77,4,5,5,5,5,3,7,4,5,5,4,0,0,0,3,1,1,0,0,0,24,15,15,10,22,20,8,16,20,17,,,,,,,,,,-5085.0
78,4,5,5,5,5,3,5,4,5,5,4,0,0,0,3,6,1,0,0,0,24,15,15,10,22,5,8,16,10,28,,,,,,,-8040.0,,,
79,1,5,5,5,5,3,5,4,5,5,4,0,0,0,3,6,1,0,0,0,24,15,15,10,22,5,27,16,10,28,-7120.0,,,,,,,,,
80,1,5,5,5,5,3,5,4,5,5,4,0,0,0,3,6,1,0,0,0,24,15,15,10,12,5,27,16,10,18,,,,,,,,-4080.0,-5050.0,
81,1,5,4,5,5,7,5,4,5,5,4,0,0,0,3,6,1,0,0,0,24,15,15,10,12,5,27,26,22,18,,,-5075.0,-4050.0,,-9025.0,,,,
82,1,5,4,5,5,7,5,4,5,5,11,0,0,0,3,6,0,0,0,0,7,15,27,23,12,9,18,26,22,18,,-4075.0,,,,,,,,
83,1,5,4,5,5,7,5,4,5,4,11,0,0,0,3,6,0,0,0,0,7,22,27,23,12,9,18,16,12,18,,,,,,,,,,-5090.0
84,1,5,4,5,5,7,5,4,5,4,11,0,0,0,3,0,0,0,0,0,7,22,17,13,12,5,18,16,12,29,,,,,,,,,,
85,1,5,4,5,4,5,5,4,5,4,11,0,0,0,3,0,0,0,0,0,7,12,17,13,12,5,18,16,12,29,,,,,-8060.0,-57025.0,,,,
86,1,5,4,5,4,5,5,4,5,4,11,0,0,0,3,0,0,0,0,0,7,12,17,13,21,24,18,16,12,19,,,,,,,-5090.0,,,
87,1,5,4,5,4,5,5,4,5,4,11,0,0,0,3,0,0,0,0,0,7,12,17,13,21,24,23,16,12,19,,,,,,,,,-5060.0,
88,1,5,4,5,4,5,5,4,5,4,11,0,0,0,0,0,0,0,0,0,7,12,17,13,14,24,23,16,24,19,,-4060.0,-3085.0,-5065.0,,,,-4080.0,,
89,5,5,4,5,4,5,5,4,5,6,11,0,0,0,0,2,0,0,0,0,7,23,17,20,14,12,13,26,24,19,-12035.0,,,,,,,,,-4095.0
90,5,5,4,5,4,5,5,4,5,6,1,0,0,0,0,2,0,0,0,0,26,23,17,20,14,12,13,26,14,19,,,,,,,,,,
91,5,5,4,5,4,5,5,4,5,6,1,0,5,0,0,2,0,0,0,0,26,13,2,10,14,12,13,16,14,19,,,,,,,,,,
92,5,5,4,5,8,5,5,4,5,6,1,0,5,0,0,2,0,0,0,0,26,13,2,10,14,12,13,16,14,9,,,,,-3070.0,,,,,
93,5,5,4,5,8,4,5,4,5,6,1,0,5,0,0,2,0,0,0,0,26,13,2,10,17,12,13,16,14,9,,-5065.0,,,,-7060.0,,,,
94,5,5,4,5,8,4,5,4,5,6,1,0,5,0,0,2,0,0,0,0,26,22,2,10,17,21,13,16,14,9,-6130.0,,,,,,-4065.0,-4080.0,,
95,5,5,11,5,8,4,5,4,5,6,1,0,5,0,3,2,0,0,0,0,26,22,2,10,4,21,25,26,14,9,,,-9010.0,-5050.0,,,,,-5070.0,
96,5,5,11,5,5,4,5,4,5,10,1,0,5,0,3,0,0,0,0,0,26,12,14,29,4,13,25,26,25,9,,,,,-11020.0,,,,,-5045.0
97,5,5,11,5,5,4,5,4,5,10,0,0,5,0,3,0,0,0,0,0,17,12,14,29,22,13,15,16,25,26,,,,,,,,,,
98,5,5,11,5,5,4,5,4,5,10,0,0,5,0,3,0,0,0,0,0,17,12,14,19,22,13,15,16,15,26,,,,,,,,,,
99,5,5,6,5,5,4,5,4,5,10,0,0,6,0,3,0,0,0,0,0,17,12,3,19,22,13,15,16,15,26,,,-16015.0,,,,,,,
100,5,5,6,5,5,5,5,4,5,10,0,0,6,0,3,0,0,0,0,1,17,12,12,19,12,13,15,16,15,15,,,,,,-4065.0,-4075.0,,,
101,4,5,6,4,5,5,5,4,5,7,0,0,6,0,3,0,0,0,0,1,17,12,12,19,12,21,23,16,15,15,-4085.0,-5060.0,,-5095.0,,,,,,-11075.0
102,4,5,6,4,5,5,5,3,5,7,0,0,6,0,3,0,0,0,0,1,26,21,12,28,12,21,23,16,15,16,,,,,,,,-3080.0,,
103,4,5,6,4,5,5,5,3,5,7,0,0,4,0,3,0,0,0,0,1,26,21,4,28,12,11,13,21,15,16,,,,,,,,,-5075.0,
104,4,5,6,4,4,5,5,3,5,7,1,0,4,0,3,0,0,0,0,3,15,11,4,18,12,11,13,21,24,4,,,,,-8060.0,,,,,
105,4,5,6,4,4,5,5,3,5,7,1,0,4,0,3,0,0,0,0,3,15,11,4,18,21,11,13,11,24,4,,,,,,,-5065.0,,,
106,4,5,6,4,4,5,5,3,5,7,1,0,4,0,3,0,0,0,0,3,15,11,4,18,21,11,22,11,14,4,,,,,,-5055.0,,,,
107,4,5,6,4,4,5,5,3,5,7,1,0,4,0,0,0,0,0,0,3,15,11,4,18,14,26,22,11,14,4,,-4055.0,,,,,,,,
108,5,5,6,4,4,5,5,3,5,7,1,0,4,0,0,0,0,0,0,3,15,22,4,18,14,26,12,11,14,4,-4075.0,,-9020.0,,,,,,,
109,5,5,6,4,4,5,5,3,5,6,1,0,4,0,0,0,0,0,0,3,26,22,18,18,14,16,12,11,14,4,,,,,,,,,,-10020.0
110,5,5,6,4,4,5,5,3,5,6,1,0,4,0,0,0,0,0,0,3,26,12,18,18,14,16,12,11,14,23,,,,,,,,,-5070.0,
111,5,5,6,4,4,5,5,4,5,6,0,0,4,0,0,0,0,0,0,3,17,12,18,18,14,16,12,11,25,23,,,,,,,-4060.0,-3055.0,,
112,5,5,6,4,5,5,5,4,5,6,0,0,1,0,0,0,0,0,0,3,17,12,11,18,14,16,29,23,25,23,,,,-4090.0,-4070.0,,,,,
113,5,5,6,4,5,5,5,4,5,6,0,0,1,0,0,0,0,0,0,0,17,12,11,28,22,16,29,23,15,16,,,,,,,,,,
114,4,5,4,4,5,5,5,4,5,6,0,0,1,0,0,0,0,0,0,0,17,12,11,28,22,16,19,13,15,16,-4085.0,-4060.0,-7055.0,,,-4080.0,,,,
115,4,5,4,4,5,5,5,4,5,6,0,0,1,0,0,0,0,0,0,0,26,23,29,18,12,25,19,13,15,16,,,,,,,,,,
116,4,5,4,4,5,5,5,4,5,6,0,0,1,0,0,0,0,0,0,0,26,23,29,18,12,25,19,13,15,16,,,,,,,,,,
117,4,5,4,4,5,5,5,4,5,5,1,0,0,0,0,0,0,0,0,0,15,13,20,18,12,15,19,13,15,16,,,,,,,,,-5075.0,-6080.0
118,4,5,4,4,5,5,5,4,5,5,1,0,0,0,0,0,0,0,0,0,15,13,20,18,12,15,19,13,24,25,,,,,-5060.0,,-5095.0,-4065.0,,
119,4,5,4,8,5,5,5,4,5,5,1,0,0,0,0,0,0,0,0,0,15,13,20,18,20,15,26,26,24,25,,,,-3090.0,,,,,,
120,5,4,4,8,5,5,5,4,5,5,1,0,0,0,0,0,0,0,0,0,15,13,20,20,20,15,26,26,14,15,-4075.0,-4065.0,-4100.0,,,-4075.0,,,,
121,5,4,4,8,5,5,5,4,5,5,1,0,0,0,0,0,0,0,0,0,26,26,27,20,10,29,16,16,14,15,,,,,,,,,,
122,5,4,4,5,5,5,5,4,5,5,1,0,0,6,0,0,0,0,0,0,26,26,27,4,10,29,16,16,14,15,,,,-14020.0,,,,,,
123,5,4,4,5,5,5,5,4,5,5,0,0,0,6,0,0,0,0,0,0,17,16,17,27,10,19,16,16,14,15,,,,,,,,,-5070.0,
124,5,4,4,5,5,5,4,4,5,5,0,0,0,6,0,0,0,0,0,0,17,16,17,27,10,19,16,16,25,15,,,,,-4050.0,,-5080.0,,,
125,5,4,4,5,5,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,17,16,17,23,21,19,29,16,25,15,,,,,,,,-4080.0,,
126,5,4,4,5,5,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,17,16,17,23,21,19,29,26,15,15,-55085.0,,,,,,,,,
127,5,4,5,5,5,6,4,4,5,5,0,0,0,0,0,0,0,0,0,0,23,16,17,23,11,19,19,26,15,15,,,-4085.0,,,-4095.0,,,,-5075.0
128,5,5,5,5,5,6,4,4,5,5,0,0,0,0,0,0,0,0,0,0,23,16,25,23,11,19,19,16,15,23,,-3080.0,,,,,,,,
129,5,5,5,5,5,6,4,4,5,5,0,0,0,0,0,0,0,0,0,0,13,29,25,23,11,19,19,16,15,23,,,,,,,,,-5075.0,
130,5,5,5,5,5,6,4,4,5,5,0,0,0,0,0,0,0,0,0,0,13,29,15,23,11,9,19,16,24,13,,,,,,,,,,
131,5,5,5,5,5,6,5,4,5,5,0,6,0,0,0,0,0,0,0,0,13,13,15,23,11,9,19,16,24,13,,,,,-5055.0,,-4095.0,,,
132,5,5,5,5,5,6,5,4,5,5,0,6,0,0,0,0,0,0,0,0,13,13,15,23,20,9,25,16,14,13,,,,,,-6045.0,,-4080.0,,
133,4,4,5,5,5,6,5,4,5,4,0,6,0,0,0,0,0,0,0,0,13,13,15,23,20,12,25,26,14,13,-5065.0,-11065.0,,,,,,,,-5065.0
134,4,4,5,7,5,6,5,4,5,4,0,6,0,0,0,0,0,0,0,0,27,29,15,23,10,12,15,26,14,29,,,-4075.0,-4115.0,,,,,,
135,4,4,5,7,5,6,5,4,5,4,0,6,0,0,0,0,0,0,0,0,27,29,22,23,10,12,15,16,14,29,,,,,,,,,,
136,4,4,5,7,5,6,5,4,5,4,0,0,0,0,0,0,0,0,0,0,17,25,22,23,10,2,15,16,14,19,,,,,,,,,-4070.0,
137,4,4,5,7,5,6,5,4,5,4,0,0,0,0,0,0,0,0,0,0,17,25,12,13,10,2,15,16,29,19,,,,,,,,,,
138,4,4,5,6,5,6,5,3,5,4,0,0,0,0,0,0,0,0,0,0,17,25,12,13,10,2,15,16,29,19,,,,-7065.0,,-5010.0,-4075.0,-3080.0,,
139,4,5,5,6,5,6,5,3,5,6,0,0,0,0,0,0,0,0,0,0,17,25,12,29,10,29,23,21,19,19,,-4125.0,,,-5050.0,,,,,-4095.0
140,4,5,5,6,5,6,5,3,5,6,0,0,0,0,0,0,0,0,0,0,17,28,12,29,27,29,23,21,19,19,-4085.0,,-5060.0,,,,,,,
141,4,5,5,6,5,6,5,3,5,6,0,0,0,0,0,0,0,0,0,0,26,28,22,19,27,29,13,11,19,19,,,,,,,,,,
142,4,5,5,6,5,6,5,3,5,6,0,0,0,0,0,2,0,0,0,0,26,18,22,19,17,17,13,11,19,9,,,,,,,,,,
143,4,5,5,6,5,6,5,3,5,6,1,0,0,0,0,2,0,0,0,0,15,18,12,19,17,17,13,11,19,9,,,,,,,,,-5095.0,
144,4,5,5,6,5,5,5,3,5,6,1,0,0,0,0,2,0,0,0,0,15,18,12,19,17,17,13,11,25,9,,,,,,-8085.0,-5065.0,,,
145,4,5,5,5,5,5,5,3,5,10,1,0,0,0,0,2,0,0,0,0,15,18,12,19,17,28,22,11,25,9,,,,-6095.0,,,,,,-5045.0
146,4,5,5,5,5,5,5,3,5,10,1,0,0,0,0,2,0,0,0,0,15,18,12,25,17,28,22,11,15,26,,-5090.0,,,-4085.0,,,,,
147,4,5,5,5,5,5,5,2,5,10,1,0,0,0,0,1,0,0,0,0,15,21,12,25,24,19,12,11,15,26,,,-4060.0,,,,,-2055.0,,
148,5,5,5,5,5,5,5,2,5,10,1,0,0,0,0,1,0,0,0,0,15,21,22,15,24,19,12,20,15,26,-5075.0,,,,,,,,,
149,5,5,5,5,5,5,5,2,5,7,1,0,0,0,0,1,0,0,0,1,22,11,22,15,14,19,12,20,15,15,,,,,,,,,,-11075.0
150,5,5,5,5,5,5,5,2,5,7,1,0,0,0,0,1,0,1,0,1,22,11,12,15,14,19,12,9,15,16,,,,,,,,,,
151,5,5,5,5,5,6,5,2,5,7,0,0,0,0,0,1,0,1,0,1,13,11,12,15,14,19,12,9,15,16,,,,,,-5095.0,,,-4075.0,
152,5,5,5,5,5,6,5,2,5,7,0,0,0,0,0,1,0,1,0,3,13,11,12,15,14,24,12,9,20,4,,,,,-5070.0,,-5060.0,,,
153,5,5,5,5,5,6,5,2,5,7,0,0,0,0,0,1,0,1,0,3,13,11,12,15,28,24,28,9,20,4,,,,,,,,,,
154,4,5,5,5,5,6,5,10,5,7,0,0,0,0,0,0,0,1,0,3,13,11,12,15,28,15,28,9,10,4,-5065.0,,-5060.0,,,,,-103045.0,,
155,4,5,5,5,5,6,5,10,5,7,0,0,0,0,0,0,0,1,0,3,27,11,22,15,18,15,18,24,10,4,,-5055.0,,-5075.0,,,,,,
156,4,5,5,5,5,6,5,10,5,7,0,0,0,0,0,0,0,1,0,3,27,25,22,22,18,15,18,24,10,4,,,,,,,,,,
157,4,5,5,5,5,5,5,10,5,7,0,0,0,0,0,0,0,1,0,3,17,25,12,22,18,15,18,24,10,4,,,,,,-5075.0,,,,
158,4,5,5,5,4,5,5,5,5,6,0,0,0,0,0,0,0,6,0,3,17,15,12,12,18,20,18,9,10,4,,,,,-5090.0,,,-165045.0,,-9020.0
159,4,5,5,5,4,5,5,5,5,6,0,0,0,0,0,0,0,6,0,3,17,15,12,12,29,20,18,18,10,20,,,,,,,-5090.0,,-5050.0,
160,4,5,5,5,4,5,5,5,5,6,0,0,0,0,0,0,0,6,0,3,17,15,12,12,29,10,23,18,22,20,,,,,,,,,,
161,8,5,5,5,4,5,5,5,5,6,0,0,0,0,0,0,0,1,0,3,17,15,12,12,19,10,23,13,22,20,-3085.0,-5075.0,-4060.0,-5060.0,,,,,,
162,8,5,5,5,4,5,5,5,5,6,0,0,0,0,0,0,0,1,0,0,22,26,22,23,19,10,13,13,12,13,,,,,,,,,,
163,8,5,5,5,4,5,5,5,5,6,0,0,0,0,0,0,0,1,0,0,22,26,22,23,19,10,13,13,12,13,,,,,,,,,,
164,5,5,5,5,4,4,5,5,5,6,2,0,0,0,0,0,0,1,0,0,10,16,12,13,19,10,13,13,12,13,-10050.0,,,,,-5050.0,,,,
165,5,5,5,5,5,4,5,5,5,6,2,0,0,0,0,0,0,1,0,0,23,16,12,13,19,26,13,13,12,13,,,,,-3095.0,,,,,
