,meanReorderPoints,node1InventoryMeans,node0InventoryMeans,rewardMeans
0,3.9100899100899102,2.8805970149253732,10.616666666666667,-14786.654676258993
1,3.5914085914085914,2.3656716417910446,10.297297297297296,-15149.671532846716
2,3.884115884115884,2.489051094890511,11.591666666666667,-15087.142857142857
3,3.5684315684315684,2.4285714285714284,10.408333333333333,-14325.0
4,3.6653346653346652,2.736842105263158,10.61864406779661,-15255.65693430657
5,3.774225774225774,2.7388059701492535,10.185483870967742,-14597.230215827338
6,4.1448551448551445,2.074626865671642,11.475,-13727.42857142857
7,3.6253746253746253,2.321167883211679,10.588235294117647,-13389.148936170213
8,4.34065934065934,2.176470588235294,10.462809917355372,-13481.666666666666
9,3.5064935064935066,2.838235294117647,9.495575221238939,-16566.906474820145
