,meanReorderPoints,node1InventoryMeans,node0InventoryMeans,rewardMeans
0,1.8881118881118881,14.556338028169014,2.0689655172413794,-3797.5337837837837
1,1.944055944055944,13.061643835616438,2.359154929577465,-4557.384105960265
2,1.99000999000999,13.26530612244898,2.0694444444444446,-4009.2
3,2.041958041958042,14.068493150684931,2.2482758620689656,-4478.243243243243
4,1.7142857142857142,14.428571428571429,1.1917808219178083,-3018.5135135135133
5,1.7582417582417582,14.193333333333333,0.9256756756756757,-2864.5
6,1.934065934065934,12.122302158273381,1.2291666666666667,-4448.877551020408
7,2.04995004995005,13.61111111111111,2.124087591240876,-4909.290540540541
8,2.148851148851149,14.476510067114093,1.74496644295302,-3381.5
9,1.988011988011988,14.513513513513514,1.4965986394557824,-3377.7364864864867
