,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,reorderPointsAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node1InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,node0InventoriesAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll,rewardsAll
13,3,5,1,3,2,4,2,0,1,4,2,15,19,11,19,6,13,3,9,8,14,4,0,3,0,12,0,16,13,3,,-15075.0,,-5055.0,-11095.0,,,,,
14,3,5,1,3,2,4,2,0,1,4,2,5,19,1,9,6,13,19,18,11,14,9,0,18,11,12,0,0,4,0,,,,,,,,,,
15,3,5,3,3,2,4,2,0,1,4,2,5,19,1,9,6,13,19,18,11,14,9,0,18,11,12,0,0,4,0,,,-1095.0,,,,,,,
16,3,5,3,3,2,4,2,0,1,4,16,5,9,1,9,18,13,19,18,11,0,9,1,18,11,0,0,0,4,0,,,,,,,,,,
17,3,5,3,3,2,4,2,0,1,0,16,13,9,19,19,18,13,19,18,11,0,1,1,0,1,0,0,0,4,0,,-5065.0,,,,,,,,-3055.0
18,2,5,3,2,2,2,1,0,1,0,16,3,9,19,19,18,13,19,18,1,0,11,1,0,1,0,0,0,4,13,-3080.0,,,-3095.0,,-4090.0,-2065.0,,-4090.0,
19,2,5,1,2,2,2,1,0,1,0,6,3,10,9,19,8,3,19,8,1,6,11,0,11,1,12,16,0,9,13,,,-3050.0,,,,,,,
20,2,5,1,2,2,2,1,1,1,0,6,3,0,9,19,8,3,19,8,1,6,11,21,11,1,12,16,0,9,13,,,,,,,,-10095.0,,
21,2,5,1,2,1,2,1,1,1,0,6,14,0,9,19,8,3,9,8,14,6,0,21,11,1,12,16,5,9,0,,,,,-2095.0,,,,,
22,2,5,1,2,1,2,1,1,1,0,11,14,0,19,9,17,19,9,14,14,1,0,21,1,7,3,0,5,3,0,,,,,,,,,,
23,2,5,1,2,1,2,1,1,3,0,11,14,19,19,9,17,19,9,14,14,1,0,2,1,7,3,0,5,3,0,,,,,,,,,-4070.0,
24,2,2,1,2,1,2,1,1,3,0,11,14,19,19,9,17,19,11,4,14,1,0,2,1,7,3,0,3,15,0,,-4070.0,,,,,,,,
25,1,2,1,2,1,2,1,1,3,1,11,4,19,19,16,17,19,11,4,14,1,17,2,1,0,3,0,3,15,0,-2055.0,,,,,,,,,-70.0
26,1,2,1,2,1,1,1,1,3,1,1,4,19,19,16,17,19,11,4,4,18,17,2,1,0,3,0,3,15,16,,,,,,-4085.0,-1095.0,-4055.0,,
27,1,2,1,2,3,1,1,1,3,1,1,4,19,19,16,7,9,1,19,4,18,17,2,1,0,7,5,12,0,16,,,-2095.0,-2095.0,-80.0,,,,,
28,1,2,1,2,3,1,1,1,1,1,1,19,9,9,6,7,9,1,19,4,18,2,3,11,13,7,5,12,0,16,,,,,,,,,-3095.0,
29,1,2,1,2,3,1,1,1,1,1,19,19,9,9,6,7,9,1,9,17,0,2,3,11,13,7,5,12,9,3,,,,,,,,,,
30,1,2,1,2,3,1,1,1,1,1,19,19,11,9,6,13,14,11,9,17,0,2,1,11,13,1,0,2,9,3,,,,,,,,,,
31,1,2,1,2,3,1,1,1,1,1,19,19,11,19,17,13,14,11,9,17,0,2,1,1,2,1,0,2,9,3,,,,,,,,,,
32,3,1,1,2,0,1,1,1,1,1,19,19,11,19,17,13,14,11,16,17,0,2,1,1,2,1,0,2,2,3,-95.0,-4095.0,,,-4085.0,,,-2055.0,,-3085.0
33,3,1,1,2,0,0,1,1,1,1,9,9,11,19,7,13,14,1,16,7,9,8,1,1,9,1,0,19,2,9,,,-2055.0,,,-1065.0,,,,
34,3,1,1,2,0,0,1,1,1,1,9,9,1,19,7,3,14,1,16,7,9,8,9,1,9,14,0,19,2,9,,,,-2095.0,,,-1070.0,,,
35,3,1,1,2,0,0,1,1,1,1,9,9,1,9,7,3,4,1,16,7,9,8,9,11,9,14,17,19,2,9,,,,,,,,,,
36,3,1,1,2,0,0,1,1,1,1,17,16,1,9,13,3,4,19,16,15,1,1,9,11,3,14,17,1,2,1,,,,,,,,,,
37,3,1,1,2,0,0,1,2,2,1,17,16,10,9,13,16,4,19,16,15,1,1,0,11,3,1,17,1,2,1,,,,,,,,-2095.0,-3080.0,
38,2,1,1,2,0,0,1,2,2,1,17,16,10,19,13,16,19,9,6,15,1,1,0,1,3,1,2,14,5,1,-3085.0,,,,,,,,,
39,2,1,3,2,3,0,1,2,2,1,7,16,10,19,13,16,19,9,6,15,12,1,0,1,3,1,2,14,5,1,,,-50.0,,-3065.0,,,,,-2075.0
40,2,2,3,2,3,1,1,2,2,1,7,16,0,19,3,16,19,9,6,5,12,1,21,1,9,1,2,14,5,16,,-1080.0,,-2095.0,,-1080.0,,,,
41,2,2,3,2,3,1,3,2,2,1,7,6,0,9,3,6,19,19,11,5,12,13,21,11,9,12,2,4,0,16,,,,,,,-2095.0,,,
42,2,2,3,2,3,1,3,2,2,1,18,6,0,9,3,6,9,19,11,5,1,13,21,11,9,12,6,4,0,16,,,,,,,,,,
43,2,2,3,2,3,1,3,2,2,1,18,6,19,9,11,6,9,19,11,19,1,13,2,11,1,12,6,4,0,2,,,,,,,,,,
44,1,2,4,2,3,1,3,2,1,1,18,15,19,19,11,16,9,19,11,19,1,4,2,1,1,2,6,4,0,2,-3090.0,,-5095.0,,,,,,-1055.0,
45,1,1,4,2,3,1,1,2,1,1,8,15,9,19,11,16,13,19,1,19,11,4,2,1,1,2,2,4,10,2,,-6075.0,,,,,-5065.0,-5095.0,,
46,1,1,4,2,2,1,1,2,1,1,8,5,9,19,11,16,3,9,1,19,11,13,2,1,1,2,14,7,10,2,,,,,-3055.0,,,,,-2095.0
47,1,1,4,2,2,1,1,2,1,1,8,5,11,19,1,16,3,9,1,9,11,13,0,1,17,2,14,7,10,4,,,,-2095.0,,-2080.0,,,,
48,1,1,4,2,2,1,1,2,1,1,16,5,11,9,1,6,3,11,10,9,3,13,0,11,17,13,14,5,1,4,,,,,,,,,,
49,1,1,4,2,2,1,1,2,1,1,16,17,11,9,1,6,17,11,10,10,3,1,0,11,17,13,0,5,1,3,,,,,,,,,,
50,1,1,1,2,2,1,1,2,3,1,16,17,11,9,17,6,17,11,10,10,3,1,0,11,1,13,0,5,1,3,,,-4055.0,,,,,-7055.0,-1050.0,
51,1,1,1,2,2,1,1,2,3,1,16,17,1,19,17,19,17,1,0,10,3,1,16,1,1,0,0,15,11,3,-4080.0,,,,,,,,,
52,1,1,1,3,2,1,1,2,3,1,6,17,1,19,17,19,17,1,0,10,9,1,16,1,1,0,0,15,11,3,,,,-3095.0,-2085.0,,,,,
53,1,5,1,3,2,1,1,2,3,4,6,17,1,9,7,19,17,1,0,10,9,1,16,13,11,0,0,15,11,3,,-1085.0,,,,-1095.0,-1085.0,,,-4050.0
54,1,5,1,3,2,1,1,2,3,4,6,7,16,9,7,9,7,16,11,0,9,3,1,13,11,4,11,0,0,21,,,,,,,,,,
55,1,5,1,3,2,1,1,2,1,4,15,7,16,9,7,9,7,16,11,0,0,3,1,13,11,4,11,0,0,21,,,,,,,,,-3055.0,
56,1,5,1,3,2,1,1,1,1,4,15,7,16,19,17,9,7,16,1,0,0,3,1,3,1,4,11,0,19,21,,,,,,,,-2080.0,,
57,1,4,1,3,2,1,1,1,1,4,15,7,16,19,17,11,18,6,1,19,0,3,1,3,1,2,0,14,19,2,,-7035.0,,,,,,,,
58,1,4,2,3,2,1,1,1,1,4,15,7,16,19,17,11,18,6,1,19,0,19,1,3,1,2,0,14,19,2,-75.0,,-1080.0,,,,,,,-5095.0
59,1,4,2,2,1,2,1,1,1,4,5,7,6,19,17,11,18,6,19,9,15,19,13,3,1,2,0,14,1,6,,,,-5095.0,-3085.0,-3055.0,,,,
60,1,4,2,2,1,2,1,1,1,4,5,7,6,9,7,1,18,18,19,9,15,19,13,11,12,15,0,2,1,6,,,,,,,-90.0,,,
61,1,4,2,2,1,2,1,1,1,4,5,15,6,9,7,1,8,18,19,9,15,1,13,11,12,15,9,2,1,6,,,,,,,,,,
62,1,4,2,2,1,2,1,1,2,4,13,15,17,9,7,1,8,18,19,12,7,1,2,11,12,15,9,2,1,3,,,,,,,,,-2095.0,
63,1,4,2,2,1,2,1,2,2,4,13,15,17,19,19,16,8,18,9,12,7,1,2,1,0,0,9,2,9,3,,,,,,,,-3090.0,,
64,1,4,2,2,1,2,1,2,2,3,13,15,17,19,19,16,17,8,9,12,7,1,2,1,0,0,0,11,9,3,,,,,,,,,,-7060.0
65,4,3,2,3,1,2,1,2,2,3,13,15,17,19,19,16,17,8,9,2,7,1,2,1,0,0,0,11,9,11,-8065.0,-4075.0,-4085.0,-3095.0,,-2080.0,,,,
66,4,3,2,3,1,2,1,2,2,3,3,5,7,9,19,6,17,8,15,2,7,10,6,13,0,5,0,11,3,11,,,,,,,,,,
67,4,3,2,3,1,2,1,2,2,3,3,5,7,9,19,6,17,19,15,2,7,10,6,13,0,5,0,0,3,11,,,,,,,-1085.0,,,
68,4,3,2,3,1,2,1,2,2,3,10,5,7,9,19,6,7,19,15,13,0,10,6,13,0,5,11,0,3,0,,,,,-95.0,,,,-5075.0,
69,3,3,2,3,1,2,1,2,2,3,10,13,13,19,9,10,7,19,5,13,0,2,0,3,8,1,11,0,13,0,-4050.0,,,,,,,,,
70,3,1,2,3,1,2,1,2,2,3,0,13,13,19,9,10,7,19,5,13,17,2,0,3,8,1,11,0,13,0,,-5065.0,,,,,,-2095.0,,
71,3,1,2,3,1,5,1,2,2,3,0,3,13,19,9,10,18,9,5,13,17,16,0,3,8,1,0,10,13,0,,,,,,-3050.0,,,,
72,3,1,1,2,1,5,1,2,2,2,0,3,13,19,17,0,18,9,18,13,17,16,0,3,0,9,0,10,0,0,,,-1065.0,-6095.0,,,,,,-3065.0
73,3,1,1,2,1,5,1,2,2,2,17,3,3,9,17,0,18,9,18,3,0,16,16,6,0,9,0,10,0,9,,,,,,,,,,
74,3,1,1,2,2,5,1,2,2,2,17,18,3,9,17,0,18,19,18,3,0,1,16,6,0,9,0,0,0,9,,,,,-1085.0,,-1090.0,,-1090.0,
75,3,1,1,2,2,11,1,2,2,2,17,18,3,9,7,8,8,19,8,3,0,1,16,6,7,1,7,0,5,9,,,,,,-5040.0,,,,
76,1,1,1,2,2,11,1,2,2,2,17,18,19,15,7,8,8,19,8,12,0,1,0,0,7,17,7,0,5,0,-2085.0,,,,,,,,,
77,1,1,1,2,2,11,1,2,2,2,7,18,19,15,7,8,8,19,8,12,11,1,0,0,7,17,7,0,5,0,,,,,,,,,,
78,1,1,1,2,2,11,1,2,2,2,7,18,19,15,12,8,14,19,10,12,11,1,0,0,2,17,1,0,3,0,,,,,,,,-2095.0,,-2060.0
79,1,1,1,2,2,2,1,2,2,2,7,18,19,15,12,14,14,9,10,2,11,1,0,0,2,1,1,10,3,16,,-2090.0,,,,-20070.0,,,,
80,1,1,2,3,3,2,4,2,2,2,16,8,19,15,12,4,14,9,10,2,2,10,0,0,2,21,1,10,3,16,,,-95.0,-2075.0,-3060.0,,-2070.0,,-4050.0,
81,1,1,2,3,3,2,4,2,2,2,16,8,9,5,2,4,4,9,0,2,2,10,6,9,9,21,8,10,12,16,,,,,,,,,,
82,1,1,2,3,3,2,4,2,2,2,16,8,9,5,2,4,4,19,0,18,2,10,6,9,9,21,8,0,12,0,,,,,,,,,,
83,1,1,2,3,3,2,4,2,2,2,16,17,9,5,2,18,4,19,0,18,2,1,6,9,9,7,8,0,12,0,-3080.0,,,,,,,,,
84,1,1,2,3,3,2,4,2,2,2,6,17,14,14,11,18,11,19,10,18,11,1,1,0,0,7,1,0,2,0,,,,,,,,-2095.0,,
85,1,1,2,3,2,2,1,2,1,1,6,17,14,14,11,18,11,9,10,18,11,1,1,0,0,7,1,10,2,0,,,,-2070.0,-3055.0,,-5055.0,,-4050.0,-2090.0
86,1,1,2,3,2,2,1,2,1,1,6,17,14,4,1,18,1,9,0,8,11,1,1,11,17,7,15,10,12,12,,-2085.0,-2070.0,,,,,,,
87,1,1,2,3,2,2,1,2,1,1,13,7,4,4,1,18,1,9,0,8,4,11,15,11,17,7,15,10,12,12,,,,,,,,,,
88,1,1,2,3,2,2,1,2,1,1,13,7,4,4,1,18,1,19,0,8,4,11,15,11,17,7,15,0,12,12,,,,,,,,,,
89,1,1,2,3,2,2,1,2,1,1,13,7,4,12,12,18,13,19,12,19,4,11,15,3,6,7,3,0,0,1,,,,,,,,,,
90,1,1,2,2,2,4,1,2,1,1,13,15,16,12,12,18,13,19,12,19,4,3,3,3,6,7,3,0,0,1,,,,-6060.0,,-9090.0,,-2095.0,,
91,3,0,2,2,1,4,1,2,1,1,13,15,16,2,12,8,13,9,12,19,4,3,3,17,6,10,3,10,0,1,-5065.0,-4075.0,,,-7060.0,,,,,
92,3,0,2,2,1,4,1,2,1,1,3,5,16,2,2,8,13,9,12,19,10,5,3,17,11,10,3,10,0,1,,,,,,,,,,-2095.0
93,3,0,3,2,1,4,1,2,1,1,3,5,16,2,2,15,13,9,12,9,10,5,3,17,11,3,3,10,0,5,,,-4080.0,,,,,,-1060.0,
94,3,0,3,2,1,4,2,2,1,1,3,5,6,16,2,15,13,19,2,9,10,5,7,3,11,3,3,0,17,5,,,,,,,-4065.0,,,
95,3,0,3,2,1,2,2,2,1,1,10,10,6,16,12,15,3,19,2,9,3,0,7,3,1,3,15,0,17,5,,,,,,-7075.0,,,,
96,3,0,3,2,1,2,2,2,1,1,10,10,6,16,12,5,3,19,2,11,3,0,7,3,1,13,15,0,17,3,,,,,,,,,,
97,5,0,3,2,1,2,2,2,1,1,10,10,13,16,12,5,3,19,18,11,3,0,0,3,1,13,15,0,1,3,-5050.0,,,,,,,-2095.0,,
98,5,0,1,1,1,2,2,2,1,1,0,10,13,16,12,5,18,9,18,11,13,0,0,3,1,13,0,10,1,3,,,-3065.0,-5080.0,-2060.0,,,,,
99,5,0,1,1,1,2,2,2,3,1,0,10,3,6,2,18,18,9,18,11,13,0,8,12,15,0,0,10,1,3,,,,,,,,,-2090.0,
100,5,3,1,1,1,2,3,2,3,1,0,10,3,6,2,18,18,9,8,11,13,0,8,12,15,0,0,10,5,3,,-50.0,,,,,-2090.0,,,-3055.0
101,5,3,1,1,1,2,3,2,3,1,12,0,3,6,2,18,8,19,8,1,1,18,8,12,15,0,6,0,5,18,,,,,,,,,,
102,5,3,1,1,1,2,3,2,3,1,12,0,11,16,14,18,8,19,8,1,1,18,0,2,3,0,6,0,5,18,,,,,,,,,,
103,5,3,1,1,1,1,3,2,3,1,12,0,11,16,14,18,8,19,13,1,1,18,0,2,3,0,6,0,0,18,-6060.0,,,,,-2090.0,,,,
104,5,3,1,4,1,1,3,1,3,1,2,17,11,16,14,8,10,19,13,18,12,1,0,2,3,6,4,0,0,1,,,,-3080.0,-4070.0,,,-1095.0,,
105,5,1,1,4,1,1,3,1,2,1,2,17,11,6,4,8,10,9,13,18,12,1,0,13,15,6,4,9,0,1,,-4085.0,-1055.0,,,,,,-3065.0,
106,5,1,1,4,1,1,3,1,2,2,2,7,1,6,4,8,10,9,3,18,12,7,17,13,15,6,4,9,16,1,,,,,,,,,,-1090.0
107,5,1,1,4,1,1,3,1,2,2,14,7,1,6,4,12,10,9,3,8,0,7,17,13,15,2,4,9,16,7,,,,,,,,,,
108,5,1,1,4,1,1,7,1,2,2,14,7,1,19,11,12,10,18,3,8,0,7,17,0,8,2,4,0,16,7,,,,,,,-6050.0,,,
109,5,1,1,6,1,1,7,1,2,2,14,11,17,19,11,12,0,18,19,8,0,3,1,0,8,2,5,0,0,7,,,,-4095.0,,,,,,
110,3,1,1,6,1,1,7,1,2,2,14,11,17,9,11,12,0,18,19,15,0,3,1,4,8,2,5,0,0,0,-5070.0,,,,,-3060.0,,,,
111,3,1,2,6,1,1,7,1,2,2,4,11,17,9,11,2,4,18,19,15,1,3,1,4,8,14,1,0,0,0,,,-2085.0,,-9055.0,,,,,
112,3,1,2,6,1,1,5,1,2,1,4,11,7,9,1,2,4,18,19,15,1,3,5,4,15,14,1,0,0,0,,,,,,,-7020.0,-90.0,,-1075.0
113,3,1,2,6,1,1,5,1,2,1,4,11,7,13,1,2,4,8,19,5,1,3,5,0,15,14,16,7,0,10,,,,,,,,,,
114,3,2,2,6,1,1,5,1,2,1,5,11,7,13,1,15,4,8,19,5,0,3,5,0,15,1,16,7,0,10,,-3055.0,,,,,,,-1095.0,
115,3,2,2,2,1,1,5,1,2,1,5,1,12,13,14,15,4,8,9,5,0,17,0,0,2,1,16,7,7,10,,,,-5065.0,,,,,,
116,3,2,2,2,1,1,5,1,2,1,5,1,12,3,14,15,10,14,9,15,0,17,0,13,2,1,0,1,7,0,,,,,,,,,,
117,3,2,2,2,1,2,5,1,2,1,5,1,12,3,14,15,10,14,9,15,0,17,0,13,2,1,0,1,7,0,,,-2060.0,,,-2075.0,,-2070.0,,
118,3,2,2,2,1,2,5,1,2,1,5,18,2,3,14,5,10,4,15,15,0,0,17,13,2,14,0,9,1,0,,,,,,,,,,
119,6,2,2,2,1,2,5,1,2,2,5,18,2,16,14,5,10,4,15,15,0,0,17,0,2,14,0,9,1,0,-3025.0,,,,,,-5050.0,,,-75.0
120,6,2,2,2,3,2,5,1,1,2,5,18,2,16,14,5,0,4,15,5,21,0,17,0,2,14,14,9,1,9,,,,,-2070.0,,,,-3075.0,
121,6,4,2,2,3,2,5,1,1,2,5,18,19,16,4,19,0,13,5,5,21,0,0,0,12,0,14,0,17,9,,-2090.0,,,,,,,,
122,6,4,2,2,3,2,5,1,1,2,5,8,19,16,4,19,0,13,5,5,21,6,0,0,12,0,14,0,17,9,,,,,,,,,,
123,6,4,2,2,3,3,5,1,1,2,11,8,19,16,4,19,13,13,5,14,5,6,0,0,12,0,1,0,17,0,,,,-2080.0,,-2095.0,,,,
124,6,4,3,2,3,3,5,1,1,4,11,8,19,6,14,9,13,13,18,14,5,6,0,14,2,10,1,0,4,0,,,-1095.0,,,,,-65.0,,-1070.0
125,6,4,3,2,1,3,5,1,1,4,11,14,9,6,14,9,13,3,18,4,5,0,1,14,2,10,1,9,4,13,,,,,-5070.0,,,,,
126,2,4,3,2,1,3,1,1,1,4,11,14,9,6,4,9,13,3,18,4,5,0,1,14,15,10,1,9,4,13,-21055.0,,,,,,-6065.0,,,
127,2,2,3,2,1,3,1,1,1,4,1,14,9,19,4,19,3,3,18,4,15,0,1,1,15,0,21,9,4,13,,-4070.0,,,,,,,,
128,2,2,3,2,1,3,1,1,1,4,1,4,10,19,4,19,3,10,18,17,15,17,0,1,15,0,21,2,4,0,,,,,,,,,-4090.0,
129,2,2,1,2,1,1,1,1,1,2,1,4,10,19,19,19,3,10,8,17,15,17,0,1,0,0,21,2,9,0,,,-3050.0,,,-3095.0,,,,-3085.0
130,2,2,1,3,1,1,1,2,1,2,15,4,0,19,19,9,19,10,8,7,1,17,21,1,0,7,5,2,9,8,,,,-3095.0,,,,-3050.0,,
131,2,2,1,3,1,1,1,2,1,2,15,19,0,9,19,9,19,0,8,7,1,2,21,13,0,7,5,15,9,8,,,,,,,,,,
132,2,2,1,3,1,1,1,2,1,2,15,19,0,9,19,9,19,0,14,7,1,2,21,13,0,7,5,15,3,8,,,,,,,,,,
133,2,2,1,3,1,1,1,2,1,2,15,19,19,9,19,16,19,0,14,15,1,2,2,13,0,0,5,15,3,0,,,,,-95.0,,,,,
134,2,2,1,3,1,1,1,2,3,2,15,19,19,19,9,16,19,15,14,15,1,2,2,3,8,0,5,0,3,0,,,,,,,,,-4070.0,
135,2,2,1,3,1,1,3,2,3,2,15,19,19,19,9,16,19,15,4,15,1,2,2,3,8,0,5,0,15,0,,,,,,,-5095.0,,,
136,1,1,1,2,1,2,3,2,3,4,15,19,19,19,9,16,9,15,4,15,1,2,2,3,8,0,7,0,15,0,-3075.0,-4095.0,-3095.0,-6095.0,,-1080.0,,,,-2075.0
137,1,1,1,2,1,2,3,2,3,4,5,9,9,9,17,6,9,15,4,5,12,8,7,6,0,11,7,0,15,14,,,,,,,,-2075.0,,
138,1,1,1,2,2,2,3,2,3,4,5,9,9,9,17,6,14,5,19,5,12,8,7,6,0,11,2,11,0,14,,,,,-1085.0,,,,,
139,1,1,1,2,2,2,3,2,3,4,5,9,9,9,7,6,14,5,19,5,12,8,7,6,7,11,2,11,0,14,,,,,,,,,,
140,1,1,1,2,2,2,3,2,1,4,15,16,15,15,7,17,14,5,19,18,2,1,1,0,7,0,2,11,0,1,,,,,,,,,-3095.0,
141,1,1,1,2,2,2,3,2,1,4,15,16,15,15,7,17,14,16,9,18,2,1,1,0,7,0,2,0,9,1,,,,,,,-5070.0,,,
142,1,1,1,2,2,2,3,2,1,4,15,16,15,15,12,17,4,16,9,18,2,1,1,0,2,0,14,0,9,1,,,,,,,,,,
143,1,1,2,2,2,1,3,2,1,4,15,16,15,15,12,17,4,16,9,18,2,1,1,0,2,0,14,0,9,1,-3075.0,,-1075.0,,,-2085.0,,,,-5090.0
144,1,2,2,3,2,1,3,1,1,4,5,16,5,15,12,7,4,16,16,8,12,1,10,0,2,8,14,0,2,3,,-1080.0,,-1075.0,-4060.0,,,-1080.0,,
145,1,2,2,3,2,1,3,1,1,4,5,6,5,5,2,7,16,6,16,8,12,13,10,13,17,8,2,13,2,3,,,,,,,,,,
146,1,2,2,3,2,1,3,1,1,4,5,6,5,5,2,7,16,6,16,8,12,13,10,13,17,8,2,13,2,3,,,,,,,,,,
147,1,2,2,3,2,1,3,1,1,4,17,6,15,5,2,15,16,6,16,11,0,13,0,13,17,0,2,13,2,0,,,,,,,,,,
148,1,2,2,3,2,1,4,1,2,4,17,15,15,18,15,15,16,19,16,11,0,4,0,0,4,0,2,0,2,0,,,,,,,-4080.0,,-3080.0,
149,1,5,2,3,2,1,4,1,2,0,17,15,15,18,15,15,6,19,6,11,0,4,0,0,4,0,3,0,5,0,,-5075.0,-2075.0,-3090.0,,,,,,-3055.0
150,4,5,2,3,2,3,4,1,2,0,17,5,5,8,15,15,6,19,6,1,0,9,13,10,4,0,3,0,5,13,-85.0,,,,-5075.0,-75.0,,-95.0,,
151,4,5,2,3,2,3,4,1,2,0,7,5,5,8,5,5,6,9,6,1,1,9,13,10,11,0,3,5,5,13,,,,,,,,,,
152,4,5,2,3,2,3,4,1,2,0,7,5,5,8,5,5,9,9,11,1,1,9,13,10,11,0,0,5,0,13,,,,,,,,,,
153,4,5,2,3,2,3,4,1,2,0,7,13,18,17,5,5,9,9,11,14,1,1,0,1,11,0,0,5,0,0,,,,,,,,,,
154,2,5,2,3,2,3,12,1,1,0,7,13,18,17,14,5,9,11,11,14,1,1,0,1,2,0,0,3,0,0,-5035.0,,,,,,-3045.0,,-1055.0,
155,2,5,2,3,1,3,12,2,1,0,7,13,18,17,14,5,9,11,1,14,19,1,0,1,2,0,17,3,10,0,,-5065.0,,,-4070.0,,,-3055.0,,
156,2,5,2,2,1,8,12,2,1,0,7,3,18,17,4,5,9,1,1,14,19,11,0,1,14,0,17,14,10,0,,,,-4085.0,,-2025.0,,,,
157,2,5,1,2,1,8,12,2,1,1,7,3,18,7,4,5,9,1,1,14,19,11,0,9,14,26,17,14,10,0,,,-2090.0,,,,,,,-70.0
158,2,5,1,2,1,8,4,2,1,1,13,3,8,7,4,5,10,1,10,4,3,11,11,9,14,26,6,14,1,16,,,,,,,-25050.0,,,
159,2,5,1,2,1,8,4,2,1,1,13,14,8,7,13,5,0,14,10,4,3,0,11,9,5,26,21,1,1,16,,,,,,,,,,
160,2,5,1,2,1,8,4,2,1,1,13,14,8,16,13,19,0,14,10,4,3,0,11,0,5,2,21,1,1,16,,,,,,,,,,
161,2,5,1,2,1,5,4,2,6,1,13,14,19,16,13,19,0,14,10,17,3,0,0,0,5,2,21,1,1,3,,-5070.0,,,,-39095.0,,,-2050.0,
162,2,5,1,2,1,5,4,1,6,1,13,4,19,16,13,9,19,14,0,17,3,9,0,0,5,2,2,1,4,3,,,,,,,,-2070.0,,
163,2,5,1,2,2,5,4,1,6,1,13,4,19,16,13,9,19,4,0,17,3,9,0,0,5,2,2,9,4,3,-5065.0,,,-2080.0,-6065.0,,,,,
164,2,5,3,2,2,5,4,1,1,1,3,4,19,6,3,9,19,4,1,17,18,9,0,14,12,2,2,9,3,3,,,-1095.0,,,,,,-9005.0,-3085.0
165,2,5,3,2,2,5,4,1,1,1,3,12,9,6,3,9,19,4,1,7,18,1,1,14,12,2,2,9,28,9,,,,,,,,,,
