,meanReorderPoints,node1InventoryMeans,node0InventoryMeans,rewardMeans
0,4.632367632367632,0.5782312925170068,13.678321678321678,-9493.333333333334
1,4.924075924075924,0.18243243243243243,13.821917808219178,-5188.724832214765
2,5.013986013986014,0.17567567567567569,12.205479452054794,-4973.422818791946
3,4.889110889110889,0.6917808219178082,14.110294117647058,-8305.675675675675
4,4.861138861138861,0.7027027027027027,12.49655172413793,-9564.530201342282
5,4.916083916083916,1.114864864864865,12.521428571428572,-14054.76510067114
6,5.189810189810189,0.4228187919463087,13.507352941176471,-8918.366666666667
7,4.4015984015984015,0.30405405405405406,14.356643356643357,-12874.127516778524
8,5.016983016983017,0.1554054054054054,13.72108843537415,-5955.10067114094
9,5.036963036963037,0.7172413793103448,14.234375,-8703.0
